%Time, Value
12:51:28, 82.7
12:51:28, 79.3
12:51:28, 59.8
12:51:28, 36.8
12:51:28, 24.8
12:51:28, 20.4
12:51:28, 17.3
12:51:28, 17.2
12:51:28, 18.6
12:51:28, 14.2
12:51:28, 3.31
12:51:28, -3.9
12:51:28, -0.108
12:51:28, 2.61
12:51:28, -10.1
12:51:28, -21.3
12:51:28, -2.91
12:51:28, 30.1
12:51:28, 29
12:51:28, -17.2
12:51:28, -58.8
12:51:28, -48.5
12:51:28, -0.414
12:51:28, 32.7
12:51:28, 26.9
12:51:28, 6.46
12:51:28, 1.23
12:51:28, 11.9
12:51:28, 24.2
12:51:28, 31.3
12:51:28, 31.6
12:51:28, 28.8
12:51:28, 35.5
12:51:28, 55.2
12:51:28, 63.9
12:51:28, 38.8
12:51:28, -2.95
12:51:28, -25.1
12:51:28, -19.7
12:51:28, -5.98
12:51:28, 8.4
12:51:28, 30.1
12:51:28, 50.1
12:51:28, 45.7
12:51:28, 17.1
12:51:28, -2.13
12:51:28, 13.8
12:51:28, 48
12:51:28, 62.3
12:51:28, 47.6
12:51:28, 35.4
12:51:28, 32.6
12:51:28, 67.1
12:51:28, 82.8
12:51:28, 75.8
12:51:28, 65.5
12:51:28, 51.6
12:51:28, 23.6
12:51:28, -1.58
12:51:28, 2.26
12:51:28, 29.1
12:51:28, 50.5
12:51:28, 53
12:51:28, 43.4
12:51:28, 30.1
12:51:28, 16.9
12:51:28, 16.5
12:51:28, 43.2
12:51:28, 77
12:51:28, 71.4
12:51:28, 22.1
12:51:28, -18.1
12:51:28, -12.2
12:51:28, 21.3
12:51:28, 52
12:51:28, 72.2
12:51:28, 79.4
12:51:28, 69.8
12:51:28, 58.1
12:51:28, 66.1
12:51:28, 85.7
12:51:28, 85.8
12:51:28, 58.3
12:51:28, 29.5
12:51:28, 21.2
12:51:28, 27.6
12:51:28, 37.6
12:51:28, 56.2
12:51:28, 88.6
12:51:28, 118
12:51:28, 115
12:51:28, 76.4
12:51:28, 34.3
12:51:28, 21
12:51:28, 39.5
12:51:28, 69.3
12:51:28, 88.1
12:51:28, 82.6
12:51:28, 49
12:51:28, 0.547
12:51:28, -29.7
12:51:28, -13.9
12:51:28, 35.1
12:51:28, 65.8
12:51:28, 39.9
12:51:28, -21
12:51:28, -59.8
12:51:28, -55.9
12:51:28, -43.9
12:51:28, -52.2
12:51:28, -63
12:51:28, -56
12:51:28, -48.4
12:51:28, -60.2
12:51:28, -70.8
12:51:29, -62.4
12:51:29, -15.9
12:51:29, 12
12:51:29, -3.66
12:51:29, -45.6
12:51:29, -76
12:51:29, -77.1
12:51:29, -67.8
12:51:29, -71.7
12:51:29, -81.7
12:51:29, -79.7
12:51:29, -69.9
12:51:29, -64.1
12:51:29, -57
12:51:29, -45.6
12:51:29, -39.3
12:51:29, -37
12:51:29, -29.8
12:51:29, -29.8
12:51:29, -54.2
12:51:29, -84.4
12:51:29, -83.9
12:51:29, -54.3
12:51:29, -32.9
12:51:29, -38.8
12:51:29, -61.7
12:51:29, -86.2
12:51:29, -96.7
12:51:29, -83
12:51:29, -56.7
12:51:29, -40.9
12:51:29, -47.5
12:51:29, -70.8
12:51:29, -89.9
12:51:29, -83
12:51:29, -54.4
12:51:29, -35.8
12:51:29, -47.3
12:51:29, -75
12:51:29, -98
12:51:29, -114
12:51:29, -119
12:51:29, -97.1
12:51:29, -61.4
12:51:29, -57.2
12:51:29, -99.5
12:51:29, -137
12:51:29, -119
12:51:29, -66.2
12:51:29, -40.3
12:51:29, -59.4
12:51:29, -86.6
12:51:29, -92
12:51:29, -85.6
12:51:29, -85
12:51:29, -83.2
12:51:29, -63.7
12:51:29, -33
12:51:29, -14.7
12:51:29, -20.7
12:51:29, -40
12:51:29, -49.5
12:51:29, -35.8
12:51:29, -7.99
12:51:29, 21.4
12:51:29, 25
12:51:29, 0.932
12:51:29, -42.8
12:51:29, -71.3
12:51:29, -59.5
12:51:29, -29.9
12:51:29, -23.7
12:51:29, -48
12:51:29, -73.2
12:51:29, -72.4
12:51:29, -52.1
12:51:29, -38.9
12:51:29, -35.9
12:51:29, -16.1
12:51:29, 27
12:51:29, 55.4
12:51:29, 40.5
12:51:29, 8.1
12:51:29, 5.32
12:51:29, 39.9
12:51:29, 68.7
12:51:29, 47
12:51:29, -16.8
12:51:29, -64.8
12:51:29, -51.2
12:51:29, 8.2
12:51:29, 56.2
12:51:29, 59
12:51:29, 38.6
12:51:29, 31.8
12:51:29, 40.7
12:51:29, 43.6
12:51:29, 35.6
12:51:29, 28.8
12:51:29, 24.9
12:51:29, 15.9
12:51:29, 4.75
12:51:29, 1.05
12:51:29, 3.63
12:51:29, 3.42
12:51:29, -2.49
12:51:29, -7.8
12:51:29, -5.72
12:51:29, 2.27
12:51:29, 9.86
12:51:29, 14.3
12:51:29, 15.9
12:51:29, 16.3
12:51:29, 20.2
12:51:29, 32.1
12:51:29, 50.7
12:51:29, 65.5
